IES,IES_ID,project_ID,loop_ID,loop_play_URL,track,loop_name,duration,is_adjusted,base_song_title,artist,music_genre,song_preview_url,song_cover_url,youtube_url,video_cover_url,gender
Baldiri Guilera,5,6,1_3,https://app.antropoloops.com/teatrelartesa/22af4897-6345-4063-8aee-c48554769961/clips/4e6094d5-52d0-490b-814b-8815903d40b0,ritmo 1,Beny jr malak,"5,33",FALSE,"Leila, Beny Jr",Beny Jr,Hip-Hop,https://www.shazam.com/track/530593668/leila,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/b1/c8/63/b1c86395-8df3-d886-27aa-901235e71572/197188357214.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=L7uq5Xz92GU&pp=ygUWQmVueSBKcixMZWlsYSwgQmVueSBKcg%3D%3D,https://i.ytimg.com/vi/L7uq5Xz92GU/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCRJBTb1coEPkVNWgq8LyWqX02nig,m
Ribera Baixa ,3,3,6_6,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/77625e97-41af-4604-b9fc-0ae82d6a9f13,melodia 3,brian rvfv,"7,65",FALSE,"Prendio (Remix), Rvfv, Omar Montes & Daviles de Novelda","Rvfv, Omar Montes & Daviles de Novelda",Urbano latino,https://www.shazam.com/track/504799408/prendio-remix,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/bd/9f/eb/bd9feb76-8e8f-2d57-46ca-5d0b5b51e8aa/8429006683239.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=ZAnpzOLi9hw&pp=ygVeUnZmdiwgT21hciBNb250ZXMgJiBEYXZpbGVzIGRlIE5vdmVsZGEsUHJlbmRpbyAoUmVtaXgpLCBSdmZ2LCBPbWFyIE1vbnRlcyAmIERhdmlsZXMgZGUgTm92ZWxkYQ%3D%3D,https://i.ytimg.com/vi/ZAnpzOLi9hw/hq720.jpg?sqp=-oaymwE9COgCEMoBSFryq4qpAy8IARUAAAAAGAElAADIQj0AgKJDeAHwAQH4Af4JgAKkBYoCDAgAEAEYfyATKBQwDw==&rs=AOn4CLBpioAPgQEGofG81ux8uVafgU6e0g,m
Escola Pepa Colomer,1,1,4_3,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/caa20de5-5eb5-428e-b454-440f25071d00,Melodía 2,Carla playa del ingles,"1,43",TRUE,Playa Del Inglés,Quevedo & Myke Towers,Latino,https://www.shazam.com/es-es/track/644194303/playa-del-ingl%25C3%25A9s,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/4a/60/57/4a60574f-2f76-ed50-9efa-c1d75d6f0ca9/5054197477607.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=yYVCf-y2YmE&pp=ygUnUXVldmVkbyAmIE15a2UgVG93ZXJzLFBsYXlhIERlbCBJbmdsw6lz,https://i.ytimg.com/vi/yYVCf-y2YmE/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBxYQOnQOh-4rfu_KEAPFkSa-iL6w,f
Institut el Prat,2,2,2_4,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/9de414d4-2788-4466-a66f-71cad2f36c48,Ritmo 2,Carlos [spit in my face],"5,1",FALSE,"Spit In My Face! (Instrumental), W7N",W7N,Punk,https://www.shazam.com/track/654482938/spit-in-my-face-instrumental,https://is5-ssl.mzstatic.com/image/thumb/Music116/v4/7b/b1/01/7bb10133-a5e8-3aac-bf31-6466ecb7347d/artwork.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=5B74Pq-lkzw&pp=ygUoVzdOLFNwaXQgSW4gTXkgRmFjZSEgKEluc3RydW1lbnRhbCksIFc3Tg%3D%3D,https://i.ytimg.com/vi/5B74Pq-lkzw/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCXxHSWgp6lOT5StBvlsH1GF3Yv8g,m
Escola Pepa Colomer,1,1,1_2,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/d6cbdfff-e365-440a-9143-e46a763b1814,Ritmo 1,celedonio demivt,"4,08",FALSE,,,Flamenco,,,,,m
Institut el Prat,2,2,2_3,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/48130707-93b5-4a15-b450-075fa4e1e057,Ritmo 2,Chloe odetari,"1,58",FALSE,"Narcissistic Personality Disorder, Lil Feno",Lil Feno,New Age,https://www.shazam.com/track/661754021/narcissistic-personality-disorder,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f9/0b/1b/f90b1b1b-7fd5-d76f-b888-4842df82992b/artwork.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=yFx1S3KbzqU&pp=ygU0TGlsIEZlbm8sTmFyY2lzc2lzdGljIFBlcnNvbmFsaXR5IERpc29yZGVyLCBMaWwgRmVubw%3D%3D,https://i.ytimg.com/vi/yFx1S3KbzqU/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCENroRXvMBuuyOaPW-xHafJ4PtOg,f
Baldiri Guilera,5,5,1_3,https://app.antropoloops.com/teatrelartesa/b8e3d0f4-db9b-4eef-bbaa-5cc66789b973/clips/c8d41ed2-8aba-4109-85a1-ffafe709455a,ritmo 1,Claudia T_as peur,"2,67",FALSE,"T'as peur, Aya Nakamura & Myke Towers",Aya Nakamura & Myke Towers,R&B/Soul,https://www.shazam.com/track/649819434/tas-peur,https://is3-ssl.mzstatic.com/image/thumb/Music113/v4/12/b6/32/12b632e6-7aed-4630-c3b0-a53e4515bbaa/5054197493874.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=qRt4d3S9i5I&pp=ygVAQXlhIE5ha2FtdXJhICYgTXlrZSBUb3dlcnMsVCdhcyBwZXVyLCBBeWEgTmFrYW11cmEgJiBNeWtlIFRvd2Vycw%3D%3D,https://i.ytimg.com/vi/qRt4d3S9i5I/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBOHYp-3Zo8XzIOJe1G89yAFuzU9Q,f
Baldiri Guilera,5,5,1_8,https://app.antropoloops.com/teatrelartesa/b8e3d0f4-db9b-4eef-bbaa-5cc66789b973/clips/4f2a675e-af49-485d-b774-c73702a8c519,ritmo 1,Cloe antes,"4,21",FALSE,"Antes, Rvfv & Edu Garcia",Rvfv & Edu Garcia,Urbano latino,https://www.shazam.com/track/654878362/antes,https://is3-ssl.mzstatic.com/image/thumb/Music126/v4/fb/32/b4/fb32b447-a0d1-13b0-b7ac-beec6ba20478/8445162847100.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=lgHRdFQR7BQ&pp=ygUqUnZmdiAmIEVkdSBHYXJjaWEsQW50ZXMsIFJ2ZnYgJiBFZHUgR2FyY2lh,https://i.ytimg.com/vi/lgHRdFQR7BQ/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLB1m-BRxicBZzZriZ9VogMVyh6IFQ,f
Escola Pepa Colomer,1,1,1_5,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/af5f373e-a45f-4157-8d40-1f30370834e0,Ritmo 1,Coral Tu No Vive Asi  - Bad Bunny Ft Arcangel,"7,99",FALSE,"Tú No Vive Así, Natha Danger & Satya Parvathi",Natha Danger & Satya Parvathi,Hip-Hop,https://www.shazam.com/track/380840143/t%C3%BA-no-vive-as%C3%AD,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/a7/25/b5/a725b5b9-4cdb-9c12-175a-b94ad941bc64/5059713615884_cover.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=F4mNWyUJLk8&pp=ygVNTmF0aGEgRGFuZ2VyICYgU2F0eWEgUGFydmF0aGksVMO6IE5vIFZpdmUgQXPDrSwgTmF0aGEgRGFuZ2VyICYgU2F0eWEgUGFydmF0aGk%3D,https://i.ytimg.com/vi/F4mNWyUJLk8/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLA7aP873zEKTHQxKJDtfYb6jymqNA,f
Institut el Prat,2,2,8_6,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/0216fb9a-fdd9-400c-b9ce-fb305030d41d,voz 2,Dani,"3,82",FALSE,"Si Te Sientes Sola, daviid_328",daviid_328,Reggae,https://www.shazam.com/track/607954034/si-te-sientes-sola,https://is3-ssl.mzstatic.com/image/thumb/Music116/v4/e7/e1/21/e7e121ff-4ac7-dbb6-915a-3bade50f1c41/cover.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=dq4s_UGFhcA&pp=ygUpZGF2aWlkXzMyOCxTaSBUZSBTaWVudGVzIFNvbGEsIGRhdmlpZF8zMjg%3D,https://i.ytimg.com/vi/dq4s_UGFhcA/hqdefault.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLA65B6bZi1pbT67ARhkqReyu7izgQ,m
Ribera Baixa ,3,3,5_5,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/dc8ff22f-e813-4c9f-bd82-79a823e58fda,melodia 2,dani givenchi,"4,78",FALSE,"GIVENCHY, Duki",Duki,Urbano latino,https://www.shazam.com/track/624131671/givenchy,https://is4-ssl.mzstatic.com/image/thumb/Music116/v4/91/c0/8a/91c08aaa-3b2a-2413-2b33-3531ae292cfa/196925462433.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=ymvYySd_P2E&pp=ygUTRHVraSxHSVZFTkNIWSwgRHVraQ%3D%3D,https://i.ytimg.com/vi/ymvYySd_P2E/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCcmK-JPA_UQhAPNNDBTBysL3JqJw,m
Ribera Baixa ,3,3,7_4,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/77434922-3ada-4ec8-b91c-a7b1ca89616c,voz 1,daniel jijantes,"3,13",TRUE,Jijantes,MARK EME,Futbol,https://www.shazam.com/es-es/track/659572177/jijantes,https://is5-ssl.mzstatic.com/image/thumb/Music116/v4/91/14/d1/9114d1c5-85b1-5f5b-83cd-da2fc61640fb/197188423711.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=I73i9fhYv1Q&pp=ygURTUFSSyBFTUUsSmlqYW50ZXM%3D,https://i.ytimg.com/vi/I73i9fhYv1Q/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAZwTeiKCByk0SWGGUhkAJ02jdjJg,m
Baldiri Guilera,5,6,2_3,https://app.antropoloops.com/teatrelartesa/22af4897-6345-4063-8aee-c48554769961/clips/84c18cc5-a940-4f6f-8be1-cc07b1086b7a,ritmo 2,Daniela,"4,99",FALSE,Te Pintaron Pajaritos,Yandar & Yostin & Andy Rivera,Urbano latino,https://www.shazam.com/es-es/track/94664925/te-pintaron-pajaritos,https://is5-ssl.mzstatic.com/image/thumb/Music116/v4/4f/49/73/4f49735a-75e8-aacf-01f5-6bf137462d70/cover.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=3Kr4OHIhWis&pp=ygUzWWFuZGFyICYgWW9zdGluICYgQW5keSBSaXZlcmEsVGUgUGludGFyb24gUGFqYXJpdG9z,https://i.ytimg.com/vi/3Kr4OHIhWis/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLB_2UVQEPN_yfih4-eepvKkd-YxQQ,f
Ribera Baixa ,3,4,3_5,https://app.antropoloops.com/teatrelartesa/ffc32e5e-c2fa-44a6-bc08-84d940959e2d/clips/a65cbbe0-1a2f-41f9-9adc-db8a5ea91d8e,I. Ribera Baixa / 3,_daniela se vuelve loca,"3,62",FALSE,"Se Vuelve Loca, Juan Magán",Juan Magán,Dance,https://www.shazam.com/track/59511758/se-vuelve-loca,https://is5-ssl.mzstatic.com/image/thumb/Music/v4/e6/c5/19/e6c51935-88a9-8249-16a0-d39f32c6c56f/886443409569.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=5donCggZzMc&pp=ygUnSnVhbiBNYWfDoW4sU2UgVnVlbHZlIExvY2EsIEp1YW4gTWFnw6Fu,https://i.ytimg.com/vi/5donCggZzMc/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLC_-1OV58uzlJjT3cHoy0vpW_8Imw,f
Ribera Baixa ,3,3,2_3,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/854213d4-767b-467e-b608-54fba863bda2,ritmo 2,David Azukita,"3,69",FALSE,"Azukita, Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo","Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo",Dance,https://www.shazam.com/track/403597161/azukita,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/fe/3d/f6/fe3df601-7d53-107a-5a0d-bb6af6a689a8/0617465993756.png/400x400cc.jpg,https://www.youtube.com//watch?v=SWiaqhNSXeg&pp=ygV2U3RldmUgQW9raSwgRGFkZHkgWWFua2VlLCBQbGF5LU4tU2tpbGx6ICYgRWx2aXMgQ3Jlc3BvLEF6dWtpdGEsIFN0ZXZlIEFva2ksIERhZGR5IFlhbmtlZSwgUGxheS1OLVNraWxseiAmIEVsdmlzIENyZXNwbw%3D%3D,https://i.ytimg.com/vi/SWiaqhNSXeg/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAcjw9g7Y1ryBIHnNvyTOh681vD5A,m
Baldiri Guilera,5,6,6_5,https://app.antropoloops.com/teatrelartesa/22af4897-6345-4063-8aee-c48554769961/clips/d05cdeea-c36b-4ce5-9453-73daeaf061cc,voz 1,David i´m still standill,"10,57",FALSE,"I'm Still Standing, Elton John",Elton John,Pop,https://www.shazam.com/track/42810750/im-still-standing,https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/e4/a6/c4/e4a6c4d9-5061-0455-b94b-50e228d91968/06UMGIM49712.rgb.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=ZHwVBirqD2s&pp=ygUpRWx0b24gSm9obixJJ20gU3RpbGwgU3RhbmRpbmcsIEVsdG9uIEpvaG4%3D,https://i.ytimg.com/vi/ZHwVBirqD2s/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLD3ktmTlAp92gJ9_sISl_Z8Qo8q3g,m
Escola Pepa Colomer,1,1,1_4,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/0be5e06a-26e4-4067-a24e-625cb6195812,Ritmo 1,david rara vez,"4,01",TRUE,"Rara Vez, Taiu & Milo j",Taiu & Milo j,Urbano latino,https://www.shazam.com/track/651489590/rara-vez,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/9a/04/a4/9a04a42f-01fb-ada0-a00b-e4019ead5bfc/23UMGIM09623.rgb.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=aBSkvI0CkgU&pp=ygUlVGFpdSAmIE1pbG8gaixSYXJhIFZleiwgVGFpdSAmIE1pbG8gag%3D%3D,https://i.ytimg.com/vi/aBSkvI0CkgU/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCNLajx-AbJ87XKoCqd4ENnNy-wHg,m
Ribera Baixa ,3,3,6_3,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/de921441-b1ab-4ccf-be43-77512eff5277,melodia 3,derek Super Mario World RAP,"3,64",FALSE,Super Mario World RAP,MissaSinfonia,Música infantil,https://www.shazam.com/track/638049962/super-mario-world-rap,,https://www.youtube.com//watch?v=E_INB1NFDJo&pp=ygUjTWlzc2FTaW5mb25pYSxTdXBlciBNYXJpbyBXb3JsZCBSQVA%3D,https://i.ytimg.com/vi/E_INB1NFDJo/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBJjUhx2Ok__loizRzZHrjoIua9DQ,m
Institut el Prat,2,2,7_1,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/4844bdf9-cbeb-45c8-b4e0-df70df90d6c1,voz 1,Diara I lived,"4,02",FALSE,"I Lived, OneRepublic",OneRepublic,Pop,https://www.shazam.com/track/83147964/i-lived,https://is5-ssl.mzstatic.com/image/thumb/Music126/v4/c3/7a/b0/c37ab0a2-f319-cb7c-3790-0e39cd845776/14UMGIM12027.rgb.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=z0rxydSolwU&pp=ygUgT25lUmVwdWJsaWMsSSBMaXZlZCwgT25lUmVwdWJsaWM%3D,https://i.ytimg.com/vi/z0rxydSolwU/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLB_wAniod2oqpxjpW4UAN20E9-NRg,f
Institut el Prat,2,2,7_3,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/e42fa314-03e3-47ee-866e-ad333acb5984,voz 1,Diego (Quevedo),"5,16",FALSE,"AHORA QUÉ, Quevedo",Quevedo,Hip-Hop,https://www.shazam.com/track/647844789/ahora-qu%C3%A9,https://is3-ssl.mzstatic.com/image/thumb/Music123/v4/a2/97/55/a2975589-3fdd-ea7f-afe3-a012cb99961b/197338933862.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=M87J2vz9UZk&pp=ygUbUXVldmVkbyxBSE9SQSBRVcOJLCBRdWV2ZWRv,https://i.ytimg.com/vi/M87J2vz9UZk/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLA8hEcvMhqjOy3ekP2nATw9-fzyTw,m
Escola Pepa Colomer,1,1,1_6,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/33d6d984-184e-416b-9a5c-e6f69e81e22f,Ritmo 1,edu antes instrumental,"8,42",FALSE,"Antes, Rvfv & Edu Garcia",Rvfv & Edu Garcia,Urbano latino,https://www.shazam.com/track/654878362/antes,https://is3-ssl.mzstatic.com/image/thumb/Music126/v4/fb/32/b4/fb32b447-a0d1-13b0-b7ac-beec6ba20478/8445162847100.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=lgHRdFQR7BQ&pp=ygUqUnZmdiAmIEVkdSBHYXJjaWEsQW50ZXMsIFJ2ZnYgJiBFZHUgR2FyY2lh,https://i.ytimg.com/vi/lgHRdFQR7BQ/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLB1m-BRxicBZzZriZ9VogMVyh6IFQ,m
Ribera Baixa ,3,4,1_3,https://app.antropoloops.com/teatrelartesa/ffc32e5e-c2fa-44a6-bc08-84d940959e2d/clips/02b40f36-f348-4675-adc2-c929ca5e6e46,I. Ribera Baixa / 1,elena 20minuts,"3,88",FALSE,"20 Min, Lil Uzi Vert",Lil Uzi Vert,Hip-Hop,https://www.shazam.com/track/383526147/20-min,https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/84/d0/02/84d0023f-4daa-926d-af36-bf915c983531/075679884787.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=bnFa4Mq5PAM&pp=ygUhTGlsIFV6aSBWZXJ0LDIwIE1pbiwgTGlsIFV6aSBWZXJ0,https://i.ytimg.com/vi/bnFa4Mq5PAM/hq720.jpg?sqp=-oaymwE9COgCEMoBSFryq4qpAy8IARUAAAAAGAElAADIQj0AgKJDeAHwAQH4Af4JgALQBYoCDAgAEAEYeCAdKH8wDw==&rs=AOn4CLCcCeRc2rOkiniCEZhkNxWxAMvp2w,f
Ribera Baixa ,3,3,4_6,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/73486cd9-6d9f-4ccc-ab7b-b40320bea85d,melodia 1,elias thickita,"3,24",FALSE,"Tchikita, Jul",Jul,Hip-Hop,https://www.shazam.com/track/330647692/tchikita,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/17/3f/a8/173fa8b3-1e9f-6cb7-d5a0-55be22ae14e8/cover.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=qmtWgkxMlRw&pp=ygURSnVsLFRjaGlraXRhLCBKdWw%3D,https://i.ytimg.com/vi/qmtWgkxMlRw/hq720.jpg?sqp=-oaymwE9COgCEMoBSFryq4qpAy8IARUAAAAAGAElAADIQj0AgKJDeAHwAQH4Af4JgALQBYoCDAgAEAEYPyBlKFowDw==&rs=AOn4CLCjbNOOsK2_M96wffzzd6ndJrnOoQ,m
Institut el Prat,2,2,4_2,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/93f8e2c5-abdc-4587-b541-eba4f0200301,Melodia 2,Elisa Riptide,"5,07",FALSE,"Riptide, Vance Joy",Vance Joy,Alternativa,https://www.shazam.com/track/99018782/riptide,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/a7/56/7a/a7567acf-667c-d68e-2375-42daf4a65960/075679936257.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=uJ_1HMAGb4k&pp=ygUcVmFuY2UgSm95LFJpcHRpZGUsIFZhbmNlIEpveQ%3D%3D,https://i.ytimg.com/vi/uJ_1HMAGb4k/hq720.jpg?sqp=-oaymwE9COgCEMoBSFryq4qpAy8IARUAAAAAGAElAADIQj0AgKJDeAHwAQH4Af4JgALQBYoCDAgAEAEYciBlKDMwDw==&rs=AOn4CLD7HDb8A66udsw3o4kaPJ8tspQcBA,f
Ribera Baixa ,3,3,1_3,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/18932d1e-6838-4f48-97bf-1b7ece735bfa,ritmo 1,elody 1010,"1,96",FALSE,10:10,Xavi Jordan & Katteyes,Dance,https://www.shazam.com/es-es/track/636206197/10-10,https://is3-ssl.mzstatic.com/image/thumb/Music112/v4/0c/1b/22/0c1b22ff-588e-f005-08d4-5e746bf8306a/197187340033.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=Jo7ymlWJiYg&pp=ygUcWGF2aSBKb3JkYW4gJiBLYXR0ZXllcywxMDoxMA%3D%3D,https://i.ytimg.com/vi/Jo7ymlWJiYg/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLABNyTav6TJGOSjAeNhuKJTr1wOGw,f
Ribera Baixa ,3,3,7_5,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/f671b1eb-f9b8-4d43-b092-4f6ff9aaa1a1,voz 1,elsa mala,"5,5",FALSE,"MALA (feat. Anuel AA), 6ix9ine",6ix9ine,Hip-Hop,https://www.shazam.com/track/451253591/mala-feat-anuel-aa,https://is5-ssl.mzstatic.com/image/thumb/Music126/v4/43/aa/cc/43aacc6c-4fa1-7001-d058-8ac42eb1d240/18UMGIM79834.rgb.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=mOvSub-yTRI&pp=ygUmNml4OWluZSxNQUxBIChmZWF0LiBBbnVlbCBBQSksIDZpeDlpbmU%3D,https://i.ytimg.com/vi/mOvSub-yTRI/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAAzkNXBpXpyTN77T05f6JQsA8O8g,f
Baldiri Guilera,5,6,8_1,https://app.antropoloops.com/teatrelartesa/22af4897-6345-4063-8aee-c48554769961/clips/fd878c06-763b-4076-b566-a6d91d4cf8a0,voz 3,Emily la inocente,"4,59",FALSE,"LA INOCENTE, Mora & Feid",Mora & Feid,Música latina,https://www.shazam.com/track/609668778/la-inocente,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/8e/41/85/8e418597-e72f-9998-a0d1-1cd40f55d6e9/196626706898.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=RD-jBi8lPsU&pp=ygUkTW9yYSAmIEZlaWQsTEEgSU5PQ0VOVEUsIE1vcmEgJiBGZWlk,https://i.ytimg.com/vi/RD-jBi8lPsU/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDzZIXg5bqGVGUgQR3MoMkdliPV8g,f
Institut el Prat,2,2,3_1,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/6a6ad612-c945-4245-9f2c-41c7faf5e0c8,melodia 1,erik kemba walker,"3,41",FALSE,"Kemba Walker, Eladio Carrión & Bad Bunny",Eladio Carrión & Bad Bunny,Música latina,https://www.shazam.com/track/483582987/kemba-walker,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/f1/8e/86/f18e8699-3a9e-982f-3d89-56abda3c52f4/194491874995.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=ZkUTJkkOnzw&pp=ygVFRWxhZGlvIENhcnJpw7NuICYgQmFkIEJ1bm55LEtlbWJhIFdhbGtlciwgRWxhZGlvIENhcnJpw7NuICYgQmFkIEJ1bm55,https://i.ytimg.com/vi/ZkUTJkkOnzw/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBT4ENnyiYMpr5ACmAitxdGUNX7-w,m
Ribera Baixa ,3,4,3_1,https://app.antropoloops.com/teatrelartesa/ffc32e5e-c2fa-44a6-bc08-84d940959e2d/clips/5b128e86-c518-44fe-8279-f0d338e244e8,I. Ribera Baixa / 3,esperanza,"7,33",FALSE,"Tú No Lo Amas, Anuel AA",Anuel AA,Urbano latino,https://www.shazam.com/track/431104618/t%C3%BA-no-lo-amas,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/ac/be/a9/acbea99c-c9ac-475b-774e-2fbfaa2aadea/193483488967.jpg/400x400cc.jpg,https://www.youtube.com//watch?v=YmThOnFXM0E&pp=ygUhQW51ZWwgQUEsVMO6IE5vIExvIEFtYXMsIEFudWVsIEFB,https://i.ytimg.com/vi/YmThOnFXM0E/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDsHpIplr1npI3o0-tzCEn-MlWGVA,f
